Year,District,Fertilizer CONSUMPTION (tons)
1995,Kalahandi,8530
1996,Kalahandi,9436
1997,Kalahandi,11610
1998,Kalahandi,14416
1999,Kalahandi,19563
2000,Kalahandi,24212
2001,Kalahandi,28024
2002,Kalahandi,18702
2003,Kalahandi,24019
2004,Kalahandi,29096
2005,Kalahandi,32392
2006,Kalahandi,37427
2007,Kalahandi,40941
2008,Kalahandi,47064
2009,Kalahandi,42451
2010,Kalahandi,51258
2011,Kalahandi,40160
2012,Kalahandi,45447
2013,Kalahandi,43605
2014,Kalahandi,45279
2015,Kalahandi,43318
2016,Kalahandi,38493
2017,Kalahandi,42691
1966,Keonjhar,252
1967,Keonjhar,276
1968,Keonjhar,108
1969,Keonjhar,163
1970,Keonjhar,202
1971,Keonjhar,365
1972,Keonjhar,2162
1973,Keonjhar,1118
1974,Keonjhar,539
1975,Keonjhar,480
1976,Keonjhar,598
1977,Keonjhar,1171
1978,Keonjhar,852
1979,Keonjhar,964
1980,Keonjhar,1073
1981,Keonjhar,1057
1982,Keonjhar,1244
1983,Keonjhar,1836
1984,Keonjhar,2595
1985,Keonjhar,3113
1986,Keonjhar,3059
1987,Keonjhar,2768
1988,Keonjhar,4336
1989,Keonjhar,3987
1990,Keonjhar,3636
1991,Keonjhar,3680
1992,Keonjhar,3891
1993,Keonjhar,4159
1994,Keonjhar,3178
1995,Keonjhar,4601
1996,Keonjhar,4793
1997,Keonjhar,7790
1998,Keonjhar,8142
1999,Keonjhar,8007
2000,Keonjhar,8665
2001,Keonjhar,11108
2002,Keonjhar,9564
2003,Keonjhar,10307
2004,Keonjhar,11486
2005,Keonjhar,11414
2006,Keonjhar,11805
2007,Keonjhar,13568
2008,Keonjhar,11098
2009,Keonjhar,12997
2010,Keonjhar,11659
2011,Keonjhar,11209
2012,Keonjhar,10703
2013,Keonjhar,13146
2014,Keonjhar,14686
2015,Keonjhar,16796
2016,Keonjhar,12066
2017,Keonjhar,14611
1966,Koraput,1268
1967,Koraput,1683
1968,Koraput,954
1969,Koraput,571
1970,Koraput,1281
1971,Koraput,1229
1972,Koraput,498
1973,Koraput,3814
1974,Koraput,1898
1975,Koraput,2464
1976,Koraput,2259
1977,Koraput,2491
1978,Koraput,2150
1979,Koraput,3026
1980,Koraput,3641
1981,Koraput,2833
1982,Koraput,3598
1983,Koraput,3745
1984,Koraput,4854
1985,Koraput,6105
1986,Koraput,8168
1987,Koraput,6233
1988,Koraput,9357
1989,Koraput,10645
1990,Koraput,11932
1991,Koraput,11435
1992,Koraput,12028
1993,Koraput,11553
1994,Koraput,11434
1995,Koraput,15407
1996,Koraput,16675
1997,Koraput,20380
1998,Koraput,20877
1999,Koraput,28007
2000,Koraput,26675
2001,Koraput,25642
2002,Koraput,23692
2003,Koraput,29631
2004,Koraput,32740
2005,Koraput,37044
2006,Koraput,43240
2007,Koraput,49375
2008,Koraput,56871
2009,Koraput,62299
2010,Koraput,72069
2011,Koraput,79252
2012,Koraput,76782
2013,Koraput,79537
2014,Koraput,72885
2015,Koraput,73833
2016,Koraput,73353
2017,Koraput,80880
1966,Mayurbhanja,512
1967,Mayurbhanja,800
1968,Mayurbhanja,345
1969,Mayurbhanja,99
1970,Mayurbhanja,352
1971,Mayurbhanja,862
1972,Mayurbhanja,1025
1973,Mayurbhanja,1658
1974,Mayurbhanja,1311
1975,Mayurbhanja,762
1976,Mayurbhanja,1489
1977,Mayurbhanja,1094
1978,Mayurbhanja,1968
1979,Mayurbhanja,1823
1980,Mayurbhanja,1797
1981,Mayurbhanja,1872
1982,Mayurbhanja,1740
1983,Mayurbhanja,2431
1984,Mayurbhanja,2974
1985,Mayurbhanja,3297
1986,Mayurbhanja,3944
1987,Mayurbhanja,3705
1988,Mayurbhanja,5368
1989,Mayurbhanja,6240
1990,Mayurbhanja,7111
1991,Mayurbhanja,7901
1992,Mayurbhanja,6827
1993,Mayurbhanja,7643
1994,Mayurbhanja,7560
1995,Mayurbhanja,7733
1996,Mayurbhanja,9784
1997,Mayurbhanja,11570
1998,Mayurbhanja,12183
1999,Mayurbhanja,15723
2000,Mayurbhanja,13195
2001,Mayurbhanja,14335
2002,Mayurbhanja,11975
2003,Mayurbhanja,13170
2004,Mayurbhanja,16257
2005,Mayurbhanja,16316
2006,Mayurbhanja,17846
2007,Mayurbhanja,19962
2008,Mayurbhanja,21844
2009,Mayurbhanja,22372
2010,Mayurbhanja,20891
2011,Mayurbhanja,22604
2012,Mayurbhanja,13654
2013,Mayurbhanja,21249
2014,Mayurbhanja,22386
2015,Mayurbhanja,24340
2016,Mayurbhanja,22004
2017,Mayurbhanja,20506
1966,Phulbani ( Kandhamal ),152
1967,Phulbani ( Kandhamal ),290
1968,Phulbani ( Kandhamal ),146
1969,Phulbani ( Kandhamal ),97
1970,Phulbani ( Kandhamal ),133
1971,Phulbani ( Kandhamal ),331
1972,Phulbani ( Kandhamal ),338
1973,Phulbani ( Kandhamal ),590
1974,Phulbani ( Kandhamal ),588
1975,Phulbani ( Kandhamal ),479
1976,Phulbani ( Kandhamal ),346
1977,Phulbani ( Kandhamal ),674
1978,Phulbani ( Kandhamal ),1049
1979,Phulbani ( Kandhamal ),779
1980,Phulbani ( Kandhamal ),923
1981,Phulbani ( Kandhamal ),820
1982,Phulbani ( Kandhamal ),796
1983,Phulbani ( Kandhamal ),1017
1984,Phulbani ( Kandhamal ),1032
1985,Phulbani ( Kandhamal ),1201
1986,Phulbani ( Kandhamal ),1437
1987,Phulbani ( Kandhamal ),1261
1988,Phulbani ( Kandhamal ),1993
1989,Phulbani ( Kandhamal ),2230
1990,Phulbani ( Kandhamal ),2464
1991,Phulbani ( Kandhamal ),2009
1992,Phulbani ( Kandhamal ),2349
1993,Phulbani ( Kandhamal ),2315
1994,Phulbani ( Kandhamal ),1886
1995,Phulbani ( Kandhamal ),3043
1996,Phulbani ( Kandhamal ),2548
1997,Phulbani ( Kandhamal ),2780
1998,Phulbani ( Kandhamal ),2835
1999,Phulbani ( Kandhamal ),3214
2000,Phulbani ( Kandhamal ),3152
2001,Phulbani ( Kandhamal ),3365
2002,Phulbani ( Kandhamal ),3776
2003,Phulbani ( Kandhamal ),4959
2004,Phulbani ( Kandhamal ),3975
2005,Phulbani ( Kandhamal ),4994
2006,Phulbani ( Kandhamal ),6682
2007,Phulbani ( Kandhamal ),6847
2008,Phulbani ( Kandhamal ),8579
2009,Phulbani ( Kandhamal ),8795
2010,Phulbani ( Kandhamal ),8118
2011,Phulbani ( Kandhamal ),7633
2012,Phulbani ( Kandhamal ),8537
2013,Phulbani ( Kandhamal ),8207
2014,Phulbani ( Kandhamal ),7899
2015,Phulbani ( Kandhamal ),8461
2016,Phulbani ( Kandhamal ),9523
2017,Phulbani ( Kandhamal ),7486
1966,Puri,1421
1967,Puri,2127
1968,Puri,2743
1969,Puri,2747
1970,Puri,2665
1971,Puri,3595
1972,Puri,3872
1973,Puri,4741
1974,Puri,5579
1975,Puri,4172
1976,Puri,6970
1977,Puri,5936
1978,Puri,7544
1979,Puri,5854
1980,Puri,8632
1981,Puri,9027
1982,Puri,9739
1983,Puri,11237
1984,Puri,10764
1985,Puri,15553
1986,Puri,17554
1987,Puri,21984
1988,Puri,27621
1989,Puri,21746
1990,Puri,15869
1991,Puri,20046
1992,Puri,20240
1993,Puri,19945
1994,Puri,24576
1995,Puri,28016
1996,Puri,27470
1997,Puri,24610
1998,Puri,27455
1999,Puri,31740
2000,Puri,23172
2001,Puri,27127
2002,Puri,19996
2003,Puri,23511
2004,Puri,26414
2005,Puri,33120
2006,Puri,32282
2007,Puri,31557
2008,Puri,40057
2009,Puri,37829
2010,Puri,36166
2011,Puri,36694
2012,Puri,33930
2013,Puri,30889
2014,Puri,28323
2015,Puri,31335
2016,Puri,32069
2017,Puri,38743
1966,Sambalpur,4326
1967,Sambalpur,4397
1968,Sambalpur,7917
1969,Sambalpur,4882
1970,Sambalpur,9916
1971,Sambalpur,13123
1972,Sambalpur,17245
1973,Sambalpur,15988
1974,Sambalpur,10165
1975,Sambalpur,11508
1976,Sambalpur,13560
1977,Sambalpur,10477
1978,Sambalpur,14441
1979,Sambalpur,13871
1980,Sambalpur,17915
1981,Sambalpur,21265
1982,Sambalpur,17931
1983,Sambalpur,22152
1984,Sambalpur,35338
1985,Sambalpur,42307
1986,Sambalpur,44883
1987,Sambalpur,46421
1988,Sambalpur,49439
1989,Sambalpur,47412
1990,Sambalpur,45383
1991,Sambalpur,43577
1992,Sambalpur,43234
1993,Sambalpur,40874
1994,Sambalpur,45082
1995,Sambalpur,49424
1996,Sambalpur,44726
1997,Sambalpur,62770
1998,Sambalpur,58489
1999,Sambalpur,83229
2000,Sambalpur,67163
2001,Sambalpur,73226
2002,Sambalpur,66206
2003,Sambalpur,69933
2004,Sambalpur,70169
2005,Sambalpur,81435
2006,Sambalpur,72630
2007,Sambalpur,83984
2008,Sambalpur,91084
2009,Sambalpur,87799
2010,Sambalpur,96068
2011,Sambalpur,103039
2012,Sambalpur,99069
2013,Sambalpur,88157
2014,Sambalpur,68458
2015,Sambalpur,96456
2016,Sambalpur,62005
2017,Sambalpur,99357
1966,Sundargarh,193
1967,Sundargarh,357
1968,Sundargarh,201
1969,Sundargarh,126
1970,Sundargarh,404
1971,Sundargarh,314
1972,Sundargarh,628
1973,Sundargarh,1028
1974,Sundargarh,487
1975,Sundargarh,1418
1976,Sundargarh,1726
1977,Sundargarh,701
1978,Sundargarh,1682
1979,Sundargarh,1413
1980,Sundargarh,2130
1981,Sundargarh,2343
1982,Sundargarh,4053
1983,Sundargarh,4150
1984,Sundargarh,4036
1985,Sundargarh,5012
1986,Sundargarh,5799
1987,Sundargarh,5578
1988,Sundargarh,7122
1989,Sundargarh,5664
1990,Sundargarh,4205
1991,Sundargarh,4738
1992,Sundargarh,4440
1993,Sundargarh,4740
1994,Sundargarh,4136
1995,Sundargarh,5190
1996,Sundargarh,4838
1997,Sundargarh,7320
1998,Sundargarh,6500
1999,Sundargarh,7206
2000,Sundargarh,7234
2001,Sundargarh,8806
2002,Sundargarh,6546
2003,Sundargarh,7242
2004,Sundargarh,7583
2005,Sundargarh,8514
2006,Sundargarh,9073
2007,Sundargarh,11356
2008,Sundargarh,12764
2009,Sundargarh,15865
2010,Sundargarh,14779
2011,Sundargarh,13468
2012,Sundargarh,13172
2013,Sundargarh,14074
2014,Sundargarh,12569
2015,Sundargarh,14847
2016,Sundargarh,25146
2017,Sundargarh,25785
1966,24 Parganas,2731
1967,24 Parganas,4087
1968,24 Parganas,3890
1969,24 Parganas,4078
1970,24 Parganas,6842
1971,24 Parganas,6927
1972,24 Parganas,9619
1973,24 Parganas,11476
1974,24 Parganas,15947
1975,24 Parganas,16473
1976,24 Parganas,17151
1977,24 Parganas,18041
1978,24 Parganas,24667
1979,24 Parganas,46659
1980,24 Parganas,28174
1981,24 Parganas,22855
1982,24 Parganas,25032
1983,24 Parganas,37542
1984,24 Parganas,42789
1985,24 Parganas,43940
1986,24 Parganas,55361
1987,24 Parganas,62271
1988,24 Parganas,70259
1989,24 Parganas,75254
1990,24 Parganas,81663
1991,24 Parganas,81259
1992,24 Parganas,80934
1993,24 Parganas,84594
1994,24 Parganas,85462
1995,24 Parganas,99233
1996,24 Parganas,104668
1997,24 Parganas,114231
1998,24 Parganas,125224
1999,24 Parganas,144677
2000,24 Parganas,126840
2001,24 Parganas,142408
2002,24 Parganas,141879
2003,24 Parganas,134601
2004,24 Parganas,155823
2005,24 Parganas,152553
2006,24 Parganas,100889
2007,24 Parganas,119336
2008,24 Parganas,136564
2009,24 Parganas,148816
2010,24 Parganas,151646
2011,24 Parganas,141866
2012,24 Parganas,132611
2013,24 Parganas,111309
2014,24 Parganas,134224
2015,24 Parganas,140447
2016,24 Parganas,124997
2017,24 Parganas,114115
1966,Nadia,724
1967,Nadia,1067
1968,Nadia,852
1969,Nadia,3528
1970,Nadia,3323
1971,Nadia,5119
1972,Nadia,7435
1973,Nadia,7694
1974,Nadia,11312
1975,Nadia,11562
1976,Nadia,12830
1977,Nadia,18134
1978,Nadia,22685
1979,Nadia,22090
1980,Nadia,24235
1981,Nadia,20046
1982,Nadia,20730
1983,Nadia,26779
1984,Nadia,29985
1985,Nadia,29437
1986,Nadia,34814
1987,Nadia,38546
1988,Nadia,43211
1989,Nadia,46264
1990,Nadia,52510
1991,Nadia,50775
1992,Nadia,51001
1993,Nadia,50983
1994,Nadia,51749
1995,Nadia,56685
1996,Nadia,59224
1997,Nadia,63559
1998,Nadia,70027
1999,Nadia,78723
2000,Nadia,51091
2001,Nadia,58978
2002,Nadia,59477
2003,Nadia,56390
2004,Nadia,65950
2005,Nadia,68673
2006,Nadia,90899
2007,Nadia,86237
2008,Nadia,98870
2009,Nadia,105267
2010,Nadia,100892
2011,Nadia,105363
2012,Nadia,107046
2013,Nadia,90841
2014,Nadia,90531
2015,Nadia,101365
2016,Nadia,96704
2017,Nadia,96981
1966,Murshidabad,1678
1967,Murshidabad,2848
1968,Murshidabad,1433
1969,Murshidabad,3230
1970,Murshidabad,3621
1971,Murshidabad,5629
1972,Murshidabad,7086
1973,Murshidabad,8100
1974,Murshidabad,13590
1975,Murshidabad,12746
1976,Murshidabad,11570
1977,Murshidabad,13688
1978,Murshidabad,19934
1979,Murshidabad,20508
1980,Murshidabad,24003
1981,Murshidabad,19544
1982,Murshidabad,25901
1983,Murshidabad,30850
1984,Murshidabad,35031
1985,Murshidabad,33546
1986,Murshidabad,39158
1987,Murshidabad,43297
1988,Murshidabad,47518
1989,Murshidabad,50048
1990,Murshidabad,55143
1991,Murshidabad,52077
1992,Murshidabad,53402
1993,Murshidabad,53227
1994,Murshidabad,53382
1995,Murshidabad,56735
1996,Murshidabad,57441
1997,Murshidabad,61692
1998,Murshidabad,68111
1999,Murshidabad,78601
2000,Murshidabad,51623
2001,Murshidabad,58848
2002,Murshidabad,59264
2003,Murshidabad,56251
2004,Murshidabad,63737
2005,Murshidabad,66853
2006,Murshidabad,137515
2007,Murshidabad,131943
2008,Murshidabad,144639
2009,Murshidabad,162472
2010,Murshidabad,150568
2011,Murshidabad,150264
2012,Murshidabad,138905
2013,Murshidabad,102629
2014,Murshidabad,123282
2015,Murshidabad,140172
2016,Murshidabad,132621
2017,Murshidabad,135789
1966,Burdwan,6100
1967,Burdwan,8723
1968,Burdwan,5857
1969,Burdwan,9316
1970,Burdwan,10877
1971,Burdwan,10699
1972,Burdwan,13862
1973,Burdwan,11757
1974,Burdwan,16454
1975,Burdwan,16718
1976,Burdwan,22528
1977,Burdwan,25290
1978,Burdwan,34278
1979,Burdwan,34824
1980,Burdwan,41778
1981,Burdwan,39601
1982,Burdwan,32503
1983,Burdwan,51469
1984,Burdwan,54342
1985,Burdwan,54661
1986,Burdwan,61151
1987,Burdwan,66255
1988,Burdwan,71116
1989,Burdwan,75771
1990,Burdwan,85790
1991,Burdwan,87215
1992,Burdwan,84218
1993,Burdwan,83919
1994,Burdwan,84971
1995,Burdwan,97942
1996,Burdwan,102128
1997,Burdwan,108199
1998,Burdwan,119606
1999,Burdwan,132868
2000,Burdwan,118086
2001,Burdwan,124267
2002,Burdwan,124041
2003,Burdwan,119546
2004,Burdwan,129049
2005,Burdwan,126598
2006,Burdwan,175067
2007,Burdwan,182587
2008,Burdwan,193689
2009,Burdwan,196200
2010,Burdwan,164569
2011,Burdwan,165559
2012,Burdwan,162067
2013,Burdwan,132791
2014,Burdwan,168322
2015,Burdwan,180268
2016,Burdwan,164384
2017,Burdwan,172672
1966,Birbhum,4394
1967,Birbhum,7330
1968,Birbhum,4702
1969,Birbhum,5740
1970,Birbhum,7853
1971,Birbhum,8319
1972,Birbhum,10561
1973,Birbhum,8611
1974,Birbhum,13363
1975,Birbhum,13619
1976,Birbhum,14408
1977,Birbhum,15868
1978,Birbhum,18226
1979,Birbhum,17496
1980,Birbhum,19473
1981,Birbhum,19377
1982,Birbhum,17034
1983,Birbhum,25493
1984,Birbhum,25856
1985,Birbhum,24937
1986,Birbhum,31521
1987,Birbhum,36401
1988,Birbhum,44040
1989,Birbhum,47444
1990,Birbhum,54411
1991,Birbhum,56328
1992,Birbhum,52027
1993,Birbhum,52470
1994,Birbhum,51860
1995,Birbhum,54972
1996,Birbhum,55996
1997,Birbhum,60379
1998,Birbhum,65162
1999,Birbhum,74215
2000,Birbhum,64603
2001,Birbhum,68559
2002,Birbhum,67773
2003,Birbhum,65076
2004,Birbhum,67741
2005,Birbhum,63960
2006,Birbhum,81184
2007,Birbhum,89480
2008,Birbhum,87925
2009,Birbhum,89859
2010,Birbhum,91779
2011,Birbhum,93248
2012,Birbhum,83173
2013,Birbhum,71909
2014,Birbhum,84343
2015,Birbhum,82760
2016,Birbhum,81946
2017,Birbhum,88548
1966,Bankura,1146
1967,Bankura,1802
1968,Bankura,1378
1969,Bankura,3378
1970,Bankura,4751
1971,Bankura,6310
1972,Bankura,8425
1973,Bankura,8333
1974,Bankura,9665
1975,Bankura,9921
1976,Bankura,12111
1977,Bankura,12956
1978,Bankura,16878
1979,Bankura,11739
1980,Bankura,13202
1981,Bankura,13098
1982,Bankura,9577
1983,Bankura,17115
1984,Bankura,17895
1985,Bankura,19356
1986,Bankura,23508
1987,Bankura,27880
1988,Bankura,30658
1989,Bankura,31609
1990,Bankura,34549
1991,Bankura,35297
1992,Bankura,32822
1993,Bankura,36056
1994,Bankura,37280
1995,Bankura,38108
1996,Bankura,40074
1997,Bankura,44218
1998,Bankura,49018
1999,Bankura,55748
2000,Bankura,54555
2001,Bankura,57470
2002,Bankura,53750
2003,Bankura,51806
2004,Bankura,56844
2005,Bankura,54752
2006,Bankura,75714
2007,Bankura,80884
2008,Bankura,80730
2009,Bankura,82952
2010,Bankura,73043
2011,Bankura,72846
2012,Bankura,80945
2013,Bankura,58187
2014,Bankura,75646
2015,Bankura,83764
2016,Bankura,75093
2017,Bankura,81093
1966,Hooghly,3647
1967,Hooghly,5790
1968,Hooghly,3969
1969,Hooghly,13962
1970,Hooghly,11952
1971,Hooghly,10077
1972,Hooghly,14109
1973,Hooghly,11555
1974,Hooghly,14991
1975,Hooghly,16547
1976,Hooghly,19170
1977,Hooghly,19906
1978,Hooghly,31281
1979,Hooghly,32232
1980,Hooghly,36590
1981,Hooghly,32095
1982,Hooghly,32860
1983,Hooghly,48861
1984,Hooghly,52849
1985,Hooghly,53399
1986,Hooghly,59617
1987,Hooghly,29773
1988,Hooghly,67688
1989,Hooghly,71903
1990,Hooghly,76600
1991,Hooghly,75455
1992,Hooghly,74589
1993,Hooghly,75152
1994,Hooghly,74867
1995,Hooghly,80333
1996,Hooghly,84058
1997,Hooghly,89230
1998,Hooghly,98656
1999,Hooghly,110816
2000,Hooghly,102312
2001,Hooghly,107131
2002,Hooghly,106411
2003,Hooghly,104751
2004,Hooghly,114134
2005,Hooghly,104637
2006,Hooghly,145602
2007,Hooghly,143300
2008,Hooghly,147402
2009,Hooghly,154535
2010,Hooghly,154298
2011,Hooghly,152283
2012,Hooghly,153652
2013,Hooghly,107825
2014,Hooghly,134893
2015,Hooghly,151298
2016,Hooghly,138397
2017,Hooghly,135326
1966,Howrah,508
1967,Howrah,1248
1968,Howrah,471
1969,Howrah,1174
1970,Howrah,1783
1971,Howrah,2382
1972,Howrah,2619
1973,Howrah,4083
1974,Howrah,5071
1975,Howrah,5327
1976,Howrah,5819
1977,Howrah,6165
1978,Howrah,11216
1979,Howrah,11957
1980,Howrah,13929
1981,Howrah,13259
1982,Howrah,14020
1983,Howrah,16967
1984,Howrah,20410
1985,Howrah,20434
1986,Howrah,25922
1987,Howrah,64090
1988,Howrah,34188
1989,Howrah,36902
1990,Howrah,41627
1991,Howrah,41983
1992,Howrah,40110
1993,Howrah,41561
1994,Howrah,40296
1995,Howrah,42327
1996,Howrah,44890
1997,Howrah,48436
1998,Howrah,53512
1999,Howrah,62899
2000,Howrah,57902
2001,Howrah,66120
2002,Howrah,66124
2003,Howrah,62488
2004,Howrah,66329
2005,Howrah,63700
2006,Howrah,20203
2007,Howrah,17433
2008,Howrah,22373
2009,Howrah,24414
2010,Howrah,24404
2011,Howrah,27559
2012,Howrah,28628
2013,Howrah,17729
2014,Howrah,24396
2015,Howrah,23443
2016,Howrah,20508
2017,Howrah,21031
1966,Jalpaiguri,341
1967,Jalpaiguri,102
1968,Jalpaiguri,88
1969,Jalpaiguri,198
1970,Jalpaiguri,324
1971,Jalpaiguri,1329
1972,Jalpaiguri,1862
1973,Jalpaiguri,1930
1974,Jalpaiguri,324
1975,Jalpaiguri,674
1976,Jalpaiguri,1040
1977,Jalpaiguri,1767
1978,Jalpaiguri,3346
1979,Jalpaiguri,3427
1980,Jalpaiguri,4832
1981,Jalpaiguri,4134
1982,Jalpaiguri,6830
1983,Jalpaiguri,7422
1984,Jalpaiguri,8583
1985,Jalpaiguri,8538
1986,Jalpaiguri,12346
1987,Jalpaiguri,15047
1988,Jalpaiguri,19035
1989,Jalpaiguri,20039
1990,Jalpaiguri,23709
1991,Jalpaiguri,24238
1992,Jalpaiguri,24369
1993,Jalpaiguri,25051
1994,Jalpaiguri,25969
1995,Jalpaiguri,33925
1996,Jalpaiguri,37391
1997,Jalpaiguri,42973
1998,Jalpaiguri,48335
1999,Jalpaiguri,55775
2000,Jalpaiguri,53768
2001,Jalpaiguri,58311
2002,Jalpaiguri,59191
2003,Jalpaiguri,56707
2004,Jalpaiguri,66533
2005,Jalpaiguri,67041
2006,Jalpaiguri,43870
2007,Jalpaiguri,42910
2008,Jalpaiguri,81836
2009,Jalpaiguri,119147
2010,Jalpaiguri,110277
2011,Jalpaiguri,115291
2012,Jalpaiguri,110540
2013,Jalpaiguri,98713
2014,Jalpaiguri,111776
2015,Jalpaiguri,123076
2016,Jalpaiguri,115486
2017,Jalpaiguri,124239
1966,Darjeeling,178
1967,Darjeeling,77
1968,Darjeeling,92
1969,Darjeeling,505
1970,Darjeeling,381
1971,Darjeeling,806
1972,Darjeeling,1133
1973,Darjeeling,1531
1974,Darjeeling,263
1975,Darjeeling,713
1976,Darjeeling,694
1977,Darjeeling,1366
1978,Darjeeling,2250
1979,Darjeeling,2347
1980,Darjeeling,3350
1981,Darjeeling,3663
1982,Darjeeling,5570
1983,Darjeeling,4966
1984,Darjeeling,8064
1985,Darjeeling,6590
1986,Darjeeling,10263
1987,Darjeeling,6866
1988,Darjeeling,10098
1989,Darjeeling,10865
1990,Darjeeling,15146
1991,Darjeeling,16367
1992,Darjeeling,15243
1993,Darjeeling,16212
1994,Darjeeling,17172
1995,Darjeeling,18426
1996,Darjeeling,20384
1997,Darjeeling,24679
1998,Darjeeling,29079
1999,Darjeeling,34690
2000,Darjeeling,32223
2001,Darjeeling,34444
2002,Darjeeling,35526
2003,Darjeeling,32549
2004,Darjeeling,37985
2005,Darjeeling,36750
2006,Darjeeling,42435
2007,Darjeeling,48919
2008,Darjeeling,22950
2009,Darjeeling,20317
2010,Darjeeling,23916
2011,Darjeeling,17767
2012,Darjeeling,3663
2013,Darjeeling,194
2014,Darjeeling,0
2015,Darjeeling,0
2016,Darjeeling,0
2017,Darjeeling,2271
1966,Malda,752
1967,Malda,1164
1968,Malda,1313
1969,Malda,930
1970,Malda,1849
1971,Malda,3275
1972,Malda,4147
1973,Malda,4393
1974,Malda,5067
1975,Malda,5323
1976,Malda,6524
1977,Malda,7671
1978,Malda,10904
1979,Malda,10311
1980,Malda,13424
1981,Malda,12799
1982,Malda,20730
1983,Malda,23282
1984,Malda,24646
1985,Malda,24420
1986,Malda,29130
1987,Malda,34509
1988,Malda,36002
1989,Malda,37105
1990,Malda,44240
1991,Malda,41103
1992,Malda,39235
1993,Malda,39944
1994,Malda,40558
1995,Malda,38352
1996,Malda,40960
1997,Malda,46981
1998,Malda,52553
1999,Malda,59448
2000,Malda,43284
2001,Malda,49164
2002,Malda,49712
2003,Malda,47482
2004,Malda,60150
2005,Malda,61649
2006,Malda,94162
2007,Malda,78734
2008,Malda,101383
2009,Malda,102237
2010,Malda,99114
2011,Malda,91435
2012,Malda,94917
2013,Malda,70577
2014,Malda,99752
2015,Malda,104136
2016,Malda,97972
2017,Malda,89047
1966,Cooch Behar,206
1967,Cooch Behar,179
1968,Cooch Behar,129
1969,Cooch Behar,326
1970,Cooch Behar,209
1971,Cooch Behar,830
1972,Cooch Behar,1146
1973,Cooch Behar,1666
1974,Cooch Behar,873
1975,Cooch Behar,1229
1976,Cooch Behar,1619
1977,Cooch Behar,2573
1978,Cooch Behar,4590
1979,Cooch Behar,4879
1980,Cooch Behar,6805
1981,Cooch Behar,6518
1982,Cooch Behar,8709
1983,Cooch Behar,12302
1984,Cooch Behar,13636
1985,Cooch Behar,13805
1986,Cooch Behar,18187
1987,Cooch Behar,18167
1988,Cooch Behar,26084
1989,Cooch Behar,29378
1990,Cooch Behar,32984
1991,Cooch Behar,33622
1992,Cooch Behar,32357
1993,Cooch Behar,32222
1994,Cooch Behar,33300
1995,Cooch Behar,38319
1996,Cooch Behar,42599
1997,Cooch Behar,47725
1998,Cooch Behar,53459
1999,Cooch Behar,61459
2000,Cooch Behar,58034
2001,Cooch Behar,64559
2002,Cooch Behar,65196
2003,Cooch Behar,62867
2004,Cooch Behar,72623
2005,Cooch Behar,73272
2006,Cooch Behar,35188
2007,Cooch Behar,38378
2008,Cooch Behar,45736
2009,Cooch Behar,46785
2010,Cooch Behar,46725
2011,Cooch Behar,49088
2012,Cooch Behar,48191
2013,Cooch Behar,38837
2014,Cooch Behar,37856
2015,Cooch Behar,46958
2016,Cooch Behar,43776
2017,Cooch Behar,48101
